Date,Open,High,Low,Close,Adj Close,Volume
42356,0.058475214,0.055225455,0.070349294,0.053714068,0.056215601,0.042762294
42359,0.055866898,0.054666197,0.066510795,0.052417659,0.055180449,0.020653918
42360,0.054351292,0.054526383,0.06755767,0.056377005,0.058341993,0.011535514
42361,0.058580952,0.057287658,0.073106041,0.059110007,0.060524235,0.011369471
42362,0.058616207,0.058126545,0.074048234,0.059915905,0.061167667,0.001435492
42366,0.058827682,0.056588613,0.073769063,0.058163978,0.059768812,0.006482342
42367,0.059391624,0.059105219,0.075199765,0.061002091,0.062035082,0.007038038
42368,0.062105678,0.05962949,0.075862788,0.060126128,0.061335588,0.00576626
42369,0.059497388,0.05711291,0.072931579,0.056412051,0.058369958,0.008244597
42373,0.053646331,0.050786433,0.061625421,0.048563424,0.052102827,0.035298001
42374,0.0496634,0.049493196,0.065533726,0.050035037,0.053277883,0.014482366
42375,0.046984601,0.047850409,0.062148859,0.048248063,0.05185109,0.018697003
42376,0.045186983,0.044774545,0.059636379,0.04414856,0.04857774,0.024351458
42377,0.047196076,0.044250274,0.056042148,0.040434483,0.045611977,0.025461519
42380,0.041415528,0.039671437,0.049865658,0.038367195,0.04396128,0.020086575
42381,0.040534346,0.039671437,0.053913521,0.040714771,0.045835855,0.015406751
42382,0.042296709,0.040894807,0.052517696,0.036440064,0.042422627,0.020550099
42383,0.037397343,0.042607488,0.053076037,0.042992282,0.047654368,0.026784541
42384,0.034824308,0.03746942,0.050458875,0.036369999,0.042366538,0.035096353
42388,0.040322871,0.038902498,0.052727087,0.038121926,0.043765499,0.034416208
42389,0.033907872,0.034952813,0.044456847,0.031990181,0.038869363,0.035172886
42390,0.032709451,0.032715835,0.043584459,0.032655922,0.039400908,0.030451801
42391,0.037115358,0.034288701,0.049412,0.035494036,0.041667151,0.020847247
42394,0.036057957,0.036385891,0.049726073,0.034267692,0.040687929,0.024075607
42395,0.037961312,0.049143646,0.053564572,0.051016112,0.054061244,0.050417587
42396,0.049346161,0.056274024,0.065254556,0.054449901,0.056803155,0.057285256
42397,0.056430867,0.055085641,0.070000344,0.0548353,0.057110981,0.035519947
42398,0.057805508,0.061062569,0.072722188,0.062438684,0.063182146,0.044920524
42401,0.060343315,0.061202383,0.074781036,0.062193416,0.062986339,0.025584637
42402,0.059250659,0.059349888,0.074013331,0.058829719,0.060300463,0.02828858
42403,0.060484307,0.059769305,0.070558685,0.061387517,0.062342775,0.026798849
42404,0.060343315,0.05875567,0.073071165,0.0605466,0.061671353,0.027532235
42405,0.056994836,0.0541419,0.062776979,0.048773647,0.052270775,0.044613061
42408,0.048711709,0.056728427,0.064312389,0.053889271,0.056355532,0.040625361
42409,0.052236435,0.052289405,0.066929551,0.05378416,0.056271637,0.026385904
42410,0.054844752,0.054631264,0.068325375,0.052943242,0.055600135,0.025682466
42411,0.049240423,0.051520439,0.063474905,0.052838104,0.055516161,0.034442828
42412,0.054034053,0.051380651,0.066057163,0.053258576,0.055851872,0.023026772
42416,0.055972662,0.055120601,0.069302445,0.055010504,0.057250806,0.02774453
